Symbol	Open	Low	Volume	Name
GUT	7.1	7.07	63600	Gabelli Utility Trust (The)
NYRT	7.74	7.69	811800	New York REIT, Inc.
VHI	3.13	3.06	513800	Valhi, Inc.
RPAI	13.24	13.19	2127400	Retail Properties of America, Inc.
DAC	1.5	1.45	82100	Danaos Corporation
CMRE	6.15	6.15	766100	Costamare Inc.
DAL	53.48	52.66	6547500	Delta Air Lines, Inc.
DAN	29.03	28.84	1080900	Dana Incorporated
DAR	16.66	16.6	699200	Darling Ingredients Inc.
BZH	19.49	19.29	474200	Beazer Homes USA, Inc.
BETR	7.42	7.3	205000	Amplify Snack Brands, inc.
PRLB	80.65	80.175	81700	Proto Labs, Inc.
GVA	58.83	58.09	213700	Granite Construction Incorporated
VRTV	32.3	32.05	40200	Veritiv Corporation
VIV	16.02	15.94	802100	Telefonica Brasil S.A.
DBD	22.4	22.175	614100	Diebold Nixdorf Incorporated
LRN	17.4	17.33	125600	K12 Inc
DBL	23.76	23.33	74400	DoubleLine Opportunistic Credit Fund
QUOT	16.95	16.7	434000	Quotient Technology Inc.
SDRL	0.29	0.28	3437900	Seadrill Limited
ABRN	25.64	25.64	3700	Arbor Realty Trust
GWB	41.02	40.27	181900	Great Western Bancorp, Inc.
VJET	4.95	4.86	74000	voxeljet AG
GWR	71.15	70.87	245500	Genesee & Wyoming, Inc.
EXTN	31.91	31.44	148400	Exterran Corporation
GWW	188.475	186.43	6078200	W.W. Grainger, Inc.
AVAL	8.94	8.9	233900	Grupo Aval Acciones y Valores S.A.
LSI	81.04	80.96	413400	Life Storage, Inc.
DCI	46.84	46.69	307100	Donaldson Company, Inc.
DCM	23.43	23.41	124600	NTT DOCOMO, Inc
DCO	33.01	32.65	126700	Ducommun Incorporated
DCP	34.88	34.3	286800	DCP Midstream LP
DCT	59.37	58.57	504800	DCT Industrial Trust Inc
EARN	14.35	14.35	44100	Ellington Residential Mortgage REIT
GXP	31.86	31.755	869800	Great Plains Energy Inc
VKQ	12.61	12.58	86900	Invesco Municipal Trust
LTC	47.08	47	75200	LTC Properties, Inc.
DDC	14.17	14.16	561700	Dominion Diamond Corporation
DDD	11.62	11.45	2905100	3D Systems Corporation
DDE	1.01	0.99	19700	Dover Downs Gaming & Entertainment Inc
DDF	10.72	10.7	4900	Delaware Investments Dividend & Income Fund, Inc.
LTM	13.82	13.52	455600	LATAM Airlines Group S.A.
TLRA	4.77	4.73	301200	Telaria, Inc.
DDR	8.65	8.65	5360300	DDR Corp.
DDS	51.12	50.81	308400	Dillard's, Inc.
DDT	25.52	25.48	8900	Dillard's, Inc.
TLRD	13.32	13.26	722500	Tailored Brands, Inc.
MDLQ	25.35	25.28	3900	Medley LLC
MDLX	24.77	24.77	5800	Medley LLC
GYB	22.9	22.9	2500	CABCO Series 2004-101 Trust
MDLY	6	5.95	6400	Medley Management Inc.
GYC	23.55	23.55	700	Corporate Asset Backed Corp CABCO
GDDY	43.89	43.4	660100	GoDaddy Inc.
OOMA	10.2	10.2	25800	Ooma, Inc.
MOG.A	88.23	86.82	77600	Moog Inc.
VLO	77.59	77.27	2358400	Valero Energy Corporation
MOG.B	87.65	87.65	200	Moog Inc.
VLP	42.57	42.04	65700	Valero Energy Partners LP
LUB	2.47	2.43	37300	Luby's, Inc.
DEA	20.74	20.66	120000	Easterly Government Properties, Inc.
SXCP	17.7	17.7	93600	SunCoke Energy Partners, L.P.
VLT	14.99	14.97	12500	Invesco High Income Trust II
VLY	11.97	11.75	1461200	Valley National Bancorp
LUK	25.75	25.53	1725200	Leucadia National Corporation
BOOT	7.75	7.66	198200	Boot Barn Holdings, Inc.
DEI	40.83	40.815	505600	Douglas Emmett, Inc.
DEL	89.22	88.07	25500	Deltic Timber Corporation
ALLE	88.11	86.82	768100	Allegion plc
DEO	135	134.34	301600	Diageo plc
LUV	59	58.64	3673700	Southwest Airlines Company
JMLP	8.81	8.67	24500	Nuveen All Cap Energy MLP Opportunities Fund
DEX	11.79	11.74	21200	Delaware Enhanced Global Dividend
FSIC	8.4	8.25	677400	FS Investment Corporation
IAE	11.03	10.91	36200	Voya Asia Pacific High Dividend Equity Income Fund
ALLY	24.65	24.37	2397300	Ally Financial Inc.
AGM.A	76.34	76.34	100	Federal Agricultural Mortgage Corporation
IAG	5.91	5.52	16326600	Iamgold Corporation
BBDO	11.61	10.76	300	Banco Bradesco Sa
VMC	116.89	116.63	613300	Vulcan Materials Company
GZT	9.77	9.73	1400	Gazit-Globe Ltd.
VMI	159.4	158.3	81800	Valmont Industries, Inc.
VMO	12.9	12.88	115400	Invesco Municipal Opportunity Trust
VMW	115.12	115	1844100	Vmware, Inc.
LVS	62.6	62.065	1901400	Las Vegas Sands Corp.
DFP	26.71	26.67	42000	Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.
DFS	65.41	64.56	1680900	Discover Financial Services
RUBI	3.59	3.46	255500	The Rubicon Project, Inc.
IBA	60.1	59.21	11900	Industrias Bachoco, S.A. de C.V.
IBM	146.63	146.18	6372300	International Business Machines Corporation
IBN	8.41	8.31	6540700	ICICI Bank Limited
IBP	66.15	65.45	149900	Installed Building Products, Inc.
RATE	13.95	13.9	109400	Bankrate, Inc.
AGRO	10.63	10.35	391100	Adecoagro S.A.
VNO	78.64	78.18	704400	Vornado Realty Trust
LFGR	7.45	7.15	16900	Leaf Group Ltd.
ITCB	14.2	14.06	9100	Ita? CorpBanca
WMLP	3.2	3.1	3800	Westmoreland Resource Partners, LP
DGX	91.5	90.79	1393000	Quest Diagnostics Incorporated
ICB	18.18	18.18	6300	MS Income Securities, Inc.
ICD	3.64	3.52	61000	Independence Contract Drilling, Inc.
ICE	68.6	67.98	4417700	Intercontinental Exchange Inc.
ICL	4.43	4.32	163300	Israel Chemicals Shs
QSR	66.77	66.77	1407300	Restaurant Brands International Inc.
VOC	3.65	3.64	19300	VOC Energy Trust
BORN	1.38	1.365	64000	China New Borun Corporation
DHF	3.5	3.49	81400	Dreyfus High Yield Strategies Fund
DHG	15.05	15.05	7800	DWS High Income Opportunities Fund, Inc.
DHI	41.38	40.99	2979900	D.R. Horton, Inc.
LXP	10.51	10.47	501900	Lexington Realty Trust
DHR	85.45	83.81	4838000	Danaher Corporation
LXU	7.55	7.54	235800	Lsb Industries Inc.
DHT	4.06	4.01	427400	DHT Holdings, Inc.
DHX	2.35	2.3	92400	DHI Group, Inc.
IDA	89.84	89.84	207600	IDACORP, Inc.
MSCA	25.88	25.67	2500	Main Street Capital Corporation
IDE	16.23	16.13	60100	Voya Infrastructure, Industrials and Materials Fund
QTM	5.83	5.82	104500	Quantum Corporation
MSCI	123.35	122.06	242400	MSCI Inc
QTS	53.3	53.22	308000	QTS Realty Trust, Inc.
IDT	13.59	13.3	163100	IDT Corporation
SITE	62.6	61.56	381000	SiteOne Landscape Supply, Inc.
VPG	24.5	23.75	22900	Vishay Precision Group, Inc.
BGCA	26	25.91	18800	BGC Partners, Inc.
LYB	97.89	97.45	1527100	LyondellBasell Industries NV
LYG	3.58	3.56	2542900	Lloyds Banking Group Plc
VPV	12.26	12.25	43900	Invesco Pennsylvania Value Municipal Income Trust
JMPB	25.51	25.51	2700	JMP Group LLC
JMPC	25.49	25.49	100	JMP Group LLC
DIN	43.64	43.27	267600	DineEquity, Inc
DIS	98.4	97.86	5942500	Walt Disney Company (The)
LYV	41.9	41.29	1606100	Live Nation Entertainment, Inc.
IEX	121.91	120.925	584800	IDEX Corporation
PRTY	11.95	11.8	864600	Party City Holdco Inc.
NAC	14.83	14.83	156800	Nuveen California Quality Municipal Income Fund
NAD	14.12	14.1	184800	Nuveen Quality Municipal Income Fund
LZB	27.3	27.1	403500	La-Z-Boy Incorporated
NAN	14.05	14.01	45700	Nuveen New York Quality Municipal Income Fund
NAO	1.42	1.36	294500	Nordic American Offshore Ltd
NAP	9	8.92	237800	Navios Maritime Midstream Partners LP
NAT	5.44	5.43	556500	Nordic American Tankers Limited
NAV	42.58	41.69	768100	Navistar International Corporation
NAZ	14.51	14.51	3400	Nuveen Arizona Quality Municipal Income Fund
NVGS	11.25	11.2	120300	Navigator Holdings Ltd.
IFF	149.59	148.47	208300	Internationa Flavors & Fragrances, Inc.
IFN	27.99	27.96	125200	India Fund, Inc. (The)
SAFE	18.32	18.16	79300	Safety, Income and Growth, Inc.
NBB	21.88	21.817	36600	Nuveen Build America Bond Fund
NBD	22.36	22.33	8300	Nuveen Build America Bond Opportunity Fund
NBL	27.92	27.66	4778100	Noble Energy Inc.
VRS	5.89	5.77	130000	Verso Corporation
RFTA	20.84	19.62	72200	RAIT Financial Trust
NBR	7.24	7.15	5821000	Nabors Industries Ltd.
VRX	13	12.62	10741300	Valeant Pharmaceuticals International, Inc.
DKL	31.45	30.6	16000	Delek Logistics Partners, L.P.
DKS	24.74	24.69	2202300	Dick's Sporting Goods Inc
DKT	26.37	26.27	120200	Deutsch Bk Contingent Cap Tr V
TVPT	15.78	15.68	561500	Travelport Worldwide Limited
CELP	8.3	8.075	4700	Cypress Energy Partners, L.P.
IGA	11.37	11.31	69200	Voya Global Advantage and Premium Opportunity Fund
IGD	8.07	8.03	287000	Voya Global Equity Dividend and Premium Opportunity Fund
TLYS	11.89	11.88	98600	Tilly's, Inc.
ITGR	54.35	53.75	98100	Integer Holdings Corporation
IGI	21.04	21.04	15600	Western Asset Investment Grade Defined Opportunity Trust Inc.
SSNI	16.19	16.175	1123100	Silver Spring Networks, Inc.
IGR	7.94	7.92	431400	CBRE Clarion Global Real Estate Income Fund
IGT	23.96	23.2	2840900	International Game Technology
NCA	10.6	10.57	35800	Nuveen California Municipal Value Fund, Inc.
NCB	17.75	17.52	3600	Nuveen California Municipal Value Fund 2
VSH	20.95	20.9	1740300	Vishay Intertechnology, Inc.
VSI	5.35	5.15	611100	Vitamin Shoppe, Inc
NGVC	5.15	4.79	422500	Natural Grocers by Vitamin Cottage, Inc.
TIER	19.8	19.51	196000	TIER REIT, Inc.
NCI	16.93	16.86	125100	Navigant Consulting, Inc.
VSM	39.49	39.421	227300	Versum Materials, Inc.
CODI	18.25	18.05	203600	Compass Diversified Holdings
VST	19.03	18.85	1915800	Vistra Energy Corp.
DLB	59.69	59.01	156000	Dolby Laboratories
NCR	37.43	37.15	1014100	NCR Corporation
NCS	15.65	15.25	915100	NCI Building Systems, Inc.
NCV	7.13	7.1	217200	AllianzGI Convertible & Income Fund
NGVT	69.36	69.07	195900	Ingevity Corporation
NCZ	6.22	6.2	169300	AllianzGI Convertible & Income Fund II
DLR	121.58	121.46	1201900	Digital Realty Trust, Inc.
ALSN	37.54	37.3	1184600	Allison Transmission Holdings, Inc.
DLX	72.42	71.98	164800	Deluxe Corporation
IHC	28	27.5	35700	Independence Holding Company
IHD	9.49	9.44	49800	Voya Emerging Markets High Income Dividend Equity Fund
IHG	54.06	54.01	46100	Intercontinental Hotels Group
MSGN	20.8	20.65	857600	MSG Networks Inc.
VTA	11.9	11.86	164300	Invesco Credit Opportunities Fund
EBR.B	7.45	7.32	15200	Centrais Electricas Brasileiras S.A.- Eletrobras
VTN	13.73	13.73	19300	Invesco Trust  for Investment Grade New York Municipal
VTR	63	62.58	1684800	Ventas, Inc.
NDP	13.12	13.01	62800	Tortoise Energy Independence Fund, Inc.
DMB	13.33	13.22	78900	Dreyfus Municipal Bond Infrastructure Fund, Inc.
DMO	26.15	26.14	49200	Western Asset Mortgage Defined Opportunity Fund Inc
CTAA	27.04	27.04	12600	Qwest Corporation
DCUD	51.5	51.17	9100	Dominion Energy, Inc.
ECCA	25.83	25.8	500	Eagle Point Credit Company Inc.
ECCB	26.49	26.49	400	Eagle Point Credit Company Inc.
NLSN	39.58	39.48	1898300	Nielsen N.V.
IID	7.79	7.75	25900	Voya International High Dividend Equity Income Fund
IIF	36.47	36.34	11200	Morgan Stanley India Investment Fund, Inc.
IIM	14.9	14.89	82500	Invesco Value Municipal Income Trust
ECCY	25.6	25.46	1200	Eagle Point Credit Company Inc.
SAIC	68.65	67.78	298700	SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
ECCZ	25.36	25.36	3200	Eagle Point Credit Company Inc.
